path,line,occurrence,classification,definition,compatible_canonical_metric,conversion_reason,ambiguity_status
docs/baseline/gate_11_healthy_baseline_report.md,64,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,Reason: Derived directly from the planar thorax trajectory using the repository canonical formula. The raw walking_speed_mm_s is mean instantaneous path speed and is retained separately.,NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
docs/disease_mapping_execution.md,43,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,Delta trung bình theo ba seed của walking_speed_mm_s là khoảng -0.034663,NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
docs/research_design/parkinson_in_silico_research_synthesis_vi.md,1213,walking_speed,LEGACY_ALIAS_UNPROVEN,- audit khác biệt giữa `walking_speed` và `mean_planar_speed_mm_s`;,NONE_UNTIL_REVIEW,definition does not prove equivalence,LEGACY_ALIAS_UNPROVEN
docs/research_design/parkinson_in_silico_research_synthesis_vi.md,1501,walking_speed,LEGACY_ALIAS_UNPROVEN,2. Audit `walking_speed` và `mean_planar_speed_mm_s` qua mọi gate.,NONE_UNTIL_REVIEW,definition does not prove equivalence,LEGACY_ALIAS_UNPROVEN
experiments/gate_11_healthy_baseline/manifests/healthy_baseline_manifest.json,38,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""reason"": ""Derived directly from the planar thorax trajectory using the repository canonical formula. The raw walking_speed_mm_s is mean instantaneous path speed and is retained separately.""",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/manifests/healthy_baseline_manifest.json,91,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s"": 2.8147900404746955,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/manifests/healthy_baseline_manifest.json,92,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_max_mm_s"": 32.2898516276488,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/manifests/healthy_baseline_manifest.json,130,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s"": 2.751075909819597,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/manifests/healthy_baseline_manifest.json,131,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_max_mm_s"": 21.376162684017224,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/manifests/healthy_baseline_manifest.json,169,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s"": 3.3043165130501264,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/manifests/healthy_baseline_manifest.json,170,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_max_mm_s"": 35.97751396720416,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/manifests/healthy_baseline_manifest.json,208,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s"": 3.30745541859186,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/manifests/healthy_baseline_manifest.json,209,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_max_mm_s"": 36.94808405829204,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/manifests/healthy_baseline_manifest.json,247,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s"": 3.07981684120186,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/manifests/healthy_baseline_manifest.json,248,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_max_mm_s"": 36.16497771132325,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/manifests/healthy_baseline_manifest.json,286,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s"": 3.071372395386294,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/manifests/healthy_baseline_manifest.json,287,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_max_mm_s"": 38.39104193078577,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/results/healthy_baseline_metrics.csv,1,walking_speed,LEGACY_ALIAS_UNPROVEN,"action_trajectory_valid,body_orientation_variance_rad2,com_velocity_mean_mm_s,contact_detected,displacement_mm,distance_traveled_mm,duration_s,frame_count,heading_variance_rad2,invalid_arrays,joint_trajectory_changes,locomotion_detected,mea",NONE_UNTIL_REVIEW,definition does not prove equivalence,LEGACY_ALIAS_UNPROVEN
experiments/gate_11_healthy_baseline/results/healthy_baseline_metrics.csv,1,walking_speed,LEGACY_ALIAS_UNPROVEN,"action_trajectory_valid,body_orientation_variance_rad2,com_velocity_mean_mm_s,contact_detected,displacement_mm,distance_traveled_mm,duration_s,frame_count,heading_variance_rad2,invalid_arrays,joint_trajectory_changes,locomotion_detected,mea",NONE_UNTIL_REVIEW,definition does not prove equivalence,LEGACY_ALIAS_UNPROVEN
experiments/gate_11_healthy_baseline/results/healthy_baseline_metrics.json,44,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s"": 2.8147900404746955,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/results/healthy_baseline_metrics.json,45,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_max_mm_s"": 32.2898516276488,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/results/healthy_baseline_metrics.json,83,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s"": 2.751075909819597,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/results/healthy_baseline_metrics.json,84,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_max_mm_s"": 21.376162684017224,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/results/healthy_baseline_metrics.json,122,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s"": 3.3043165130501264,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/results/healthy_baseline_metrics.json,123,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_max_mm_s"": 35.97751396720416,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/results/healthy_baseline_metrics.json,161,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s"": 3.30745541859186,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/results/healthy_baseline_metrics.json,162,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_max_mm_s"": 36.94808405829204,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/results/healthy_baseline_metrics.json,200,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s"": 3.07981684120186,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/results/healthy_baseline_metrics.json,201,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_max_mm_s"": 36.16497771132325,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/results/healthy_baseline_metrics.json,239,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s"": 3.071372395386294,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/results/healthy_baseline_metrics.json,240,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_max_mm_s"": 38.39104193078577,",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/results/healthy_baseline_metrics.json,341,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_max_mm_s"": {",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/results/healthy_baseline_metrics.json,347,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s"": {",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_11_healthy_baseline/results/healthy_baseline_metrics.json,372,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""reason"": ""Derived directly from the planar thorax trajectory using the repository canonical formula. The raw walking_speed_mm_s is mean instantaneous path speed and is retained separately.""",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,57,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,80,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,103,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,126,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,149,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,172,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,207,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,230,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,253,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,276,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,299,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,322,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,357,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,380,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,403,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,426,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,449,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,472,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,507,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,530,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,553,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,576,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,599,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,622,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,657,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,680,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,703,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,726,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,749,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/manifests/disease_rollout_manifest.json,772,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/results/disease_metrics.csv,1,walking_speed,LEGACY_ALIAS_UNPROVEN,"condition_id,seed,run_status,skip_reason,step_count,timestep_s,duration_s,mean_planar_speed_mm_s,distance_traveled_mm,displacement_mm,walking_speed_mm_s_raw,total_distance_mm_raw,thorax_displacement_mm_raw,no_nan,no_inf,locomotion_detected,",NONE_UNTIL_REVIEW,definition does not prove equivalence,LEGACY_ALIAS_UNPROVEN
experiments/gate_12_disease_rollouts/results/disease_metrics.json,33,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/results/disease_metrics.json,56,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/results/disease_metrics.json,79,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/results/disease_metrics.json,102,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/results/disease_metrics.json,125,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/results/disease_metrics.json,148,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/results/disease_metrics.json,171,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/results/disease_metrics.json,194,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/results/disease_metrics.json,217,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/results/disease_metrics.json,240,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/results/disease_metrics.json,263,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/results/disease_metrics.json,286,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/results/disease_metrics.json,309,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/results/disease_metrics.json,332,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
experiments/gate_12_disease_rollouts/results/disease_metrics.json,355,walking_speed,AMBIGUOUS_REQUIRES_REVIEW,"""walking_speed_mm_s_raw"": """",",NONE_UNTIL_REVIEW,walking_speed is not a canonical endpoint,AMBIGUOUS_REQUIRES_REVIEW
